name;gender;Great Britain;Ireland;U.S.A.;Italy;Malta;Portugal;Spain;France;Belgium;Luxembourg;the Netherlands;East Frisia;Germany;Austria;Swiss;Iceland;Denmark;Norway;Sweden;Finland;Estonia;Latvia;Lithuania;Poland;Czech Republic;Slovakia;Hungary;Romania;Bulgaria;Bosnia and Herzegovina;Croatia;Kosovo;Macedonia;Montenegro;Serbia;Slovenia;Albania;Greece;Russia;Belarus;Moldova;Ukraine;Armenia;Azerbaijan;Georgia;Kazakhstan/Uzbekistan,etc.;Turkey;Arabia/Persia;Israel;China;India/Sri Lanka;Japan;Korea;Vietnam;other countries
Erica;F;-6;;-4;-7;;;-8;;-7;;-4;;-8;-8;-5;;-8;;-6;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;
Erika;F;-7;;-5;-6;-8;;;;-5;;-5;-2;-2;-1;-2;;-6;-8;-4;;-4;;-4;;-5;-3;-1;;;;;;;;;-4;;;-6;;;;;;;;;;;;;-5;;;
Erin;?F;-8;;-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ernest;M;-3;;-4;;-6;;;-5;-5;-2;;;;-6;-5;;;;;;;;;;;-4;;-7;;-5;;;;;;-6;-6;;;;;;-6;-7;;;;;;;;;;;
Ernie;M;-8;;-7;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Errol;M;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Erroll;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Erskine;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ervine;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Erwyn;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eryk;M;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eryka;F;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Esme;?F;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Esmond;M;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Essyllt;F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Esther;F;-5;-5;-5;;-8;;-3;-6;-5;-5;-2;-6;-5;-6;-2;-4;-4;-6;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
Esyllt;F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ethan;M;-8;;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ethel;F;-3;-7;-5;;;;;;;;;;;;;;-7;;-6;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euan;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eugene;M;-6;-4;-4;;;;;;-5;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eugenia;F;;;;-5;;;-3;;;;;-8;-8;-8;-7;;;;;;;;;-4;;;;-1;;;;;;;;;;;-5;-7;-1;-5;-7;;;-6;;;-6;;;;;;
Eugeniusz;M;;;;;;;;;;;;;;;;;;;;;;;;-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eulalia;F;;;;-8;;;-5;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eunice;F;-5;;-6;;;-8;;-8;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euphemia;F;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euron;F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eva;F;-4;-5;-5;-5;-7;-6;-3;-5;-4;-5;-5;-4;-2;-1;-3;-1;-2;-2;0;-4;-3;-4;;;1;1;;-5;-7;;-6;;;;;-3;-3;;-5;-6;-6;;-5;;;-6;;;-7;;;;;;
Evaleen;F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Evalina;F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Evaline;F;-8;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Evalyn;F;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Evan;M;-6;-7;-5;;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Evanna;F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eve;F;-7;;-8;;;;;;;;;;;;;;;;;;-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eveleen;F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eveline;F;-6;;;;;;;;-4;;-5;-6;-5;-4;-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Evelyn;?F;-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Evie;F;-8;;-8;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Evina;F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Evon;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ewan;M;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ewdoksia;F;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ewelina;F;;;;;;;;;;;;;;;;;;;;;;;;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ewen;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Faith;F;-7;;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fanny;F;-8;;;;;;;-4;-5;-6;-7;;;-8;-6;-8;-7;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Farquhar;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fay;?F;-6;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Faye;F;-7;;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fearghus;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Feargus;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fearne;F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Felicity;F;-6;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Feliks;M;;;;;;;;;;;;;;;;;;;;-7;-8;;;-5;;;;;;;;;;;;-6;-7;;;;;-6;-4;-5;;;;;;;;;;;
Felim;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fenella;F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fenwick;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ferdynand;M;;;;;;;;;;;;;;;;;;;;;;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fergus;M;-8;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ferguson;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ferris;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Festus;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ffion;?F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ffiona;F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fflur;F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Filip;M;;;;;;;;;-3;;;;;;;;;;-6;;;;;-5;-5;-7;;-6;-4;-6;-4;;-5;-6;-5;-6;-5;;;;-5;;;;;;;;;;;;;;
Finbar;M;-8;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Findlay;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Finella;F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Finlay;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Finley;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Finn;?M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Finola;F;-8;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fintan;M;-8;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fiona;F;-3;;;;-4;;;;-7;;-6;;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fionn;?M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fionnula;F;-8;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Firth;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fletcher;M;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Flora;F;-6;;-7;-4;;-7;-5;-6;-6;;;;-8;-7;-6;;;;;;;;;;;;;;-7;;;-4;-5;-8;;;-2;-7;;;;;-4;-7;;;;;;;;;;;
Florence;F;-2;-7;-5;;;;;-2;-4;-4;;;;;-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Florrie;F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Florry;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fola;?;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Forbes;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fran;F;-8;;-8;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Frances;F;-2;-4;-3;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Francis;M;-3;-3;;;-1;;;-2;;-3;;;;;-4;;;;;;;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7;;;;
Franciszek;M;;;;;;;;;;;;;;;;;;;;;;;;-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Franek;M;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Frank;M;-2;-4;-2;;-3;;;-6;-3;-2;-1;-1;-1;-5;-4;;-2;-2;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Frankie;?;-8;;-6;;-5;;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fraser;M;-7;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Frazer;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fred;M;-5;-8;-4;;;;;;;;-3;-5;-5;-7;-5;;;-6;-7;;-7;;;;;;;;;;;;;;;;-7;;;;;;;;;;;;;;;;;;
Freddie;?M;-8;;-5;;-7;;;;;;-6;;;;;;-7;-7;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Freddy;?M;-7;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Frederic;M;-8;-7;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Frederick;M;-2;;-4;;-6;;;;;-8;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fredrick;M;-7;;-6;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Freya;F;-8;;;;;;;;;;;;-8;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fryderyk;M;;;;;;;;;;;;;;;;;;;;;;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gabriela;F;;;;-7;;-5;-6;;;;;-6;-4;-4;-3;;;;;;;;;-5;-3;-1;;-1;-7;;;;-5;;-7;;;;;;-5;;;;;;;;;;;;;;
Gabrielle;F;-7;-6;-6;;;;;-4;-4;-4;;;;;-5;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gaenor;F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gail;?F;-4;-7;-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;
Gair;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Galina;F;;;;;;;;;;;;;;;;;;;;;-3;;-4;-8;-6;;;-7;-2;;;;;;;;;;-1;-2;0;-2;-4;-2;-7;-2;;;-6;;;;;;
Galvin;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gar;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Garan;F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gareth;M;-4;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Garfield;M;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Garrett;M;-8;-6;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Garrie;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Garry;M;-5;;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;
Garth;M;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Garvie;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Garvin;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gary;M;-2;-4;-2;;;;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Garym;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gavan;M;-8;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gaven;M;-8;-8;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gavin;M;-4;-5;-7;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gavina;F;-8;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gavyn;M;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gawain;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gay;F;-8;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gayle;?F;-7;-8;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gayna;F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gaynor;?F;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gemma;F;-5;-4;;-4;-7;;-5;;-8;;-5;;;;-7;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gene;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Genevieve;F;-8;;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Genowefa;F;;;;;;;;;;;;;;;;;;;;;;;;-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Geoff;M;-7;-8;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Geoffrey;M;-2;-6;-6;;-7;;;-6;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Geordie;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
George;M;-1;-5;;;0;;;;-7;;-5;;;;-6;;;;;;;;;;;;;-1;;;;;;;;;;;;;-6;;-3;;-1;;;;;;;;;;
Georgia;F;-8;;-5;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;
Georgie;?;-8;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Georgina;F;-4;-6;-8;;;-6;-8;;-7;;;;;;-8;;;;;;;;;;;;-7;-8;-8;;;;;;;;;;;;;;;;;;;;;;;;;;
Geraint;M;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gerald;M;-3;-5;-3;;-6;;;;;;;-6;-4;-2;-8;;;;;;;;;;;;;;;;;;;;;;-6;;;;;;;;;;;;;;;;;;
Geraldine;F;-5;-2;-4;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gerallt;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gerard;M;-5;-1;;;-7;;;;-4;;-1;;;-8;-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gerrard;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gerry;?M;-8;-6;-7;;;;;;-7;;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gertruda;F;;;;;;;;;;;;;;;;;;;;;;;-8;-8;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gervas;M;-8;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gerwin;M;-8;;;;;;;;;;-5;-7;-8;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gethin;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gideon;M;-8;;-8;;;;;;;;-7;;;-8;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3;;;;;;
Gifford;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gilbert;M;-5;;-5;;;;;-2;-3;-2;-6;-7;;;-4;;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gildas;?M;-8;;;;;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Giles;M;-7;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gilian;F;-8;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gill;?F;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gillean;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gillian;F;-2;-2;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gilly;?F;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gilmore;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gilroy;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gina;F;-6;;-4;-4;;;;;-6;;-6;;;-8;-6;;;;-8;;;;;;;;;-5;-6;;;;;;;;;;;;;;;;;;;;;;;;;;
Ginevra;F;-8;;;-7;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ginny;F;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Glady;F;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gladys;F;-2;;-5;;;;;-7;-7;;;;;;-7;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Glan;F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Glen;?M;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Glenda;F;-6;;-5;-8;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Glendower;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Glenn;?M;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Glenna;F;-8;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Glenys;F;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gloria;F;-5;-7;-3;-5;-4;;-3;;;;;;;-7;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Glyn;?F;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Glynda;F;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Glyndwer;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Glynis;F;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Glynn;?M;-7;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Glynne;F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Glynys;F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Godfrey;M;-6;;;;-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gordan;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-5;;;;;;;;;;;;;;;;;;;;;;;;
Gordon;M;-2;-6;-5;;-6;;;;;;;;;;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gorman;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Goronwy;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Govan;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gowan;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Grace;F;-3;-4;-4;;-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gracie;F;-8;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Graeme;M;-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Graham;M;-2;-6;-7;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Grahame;M;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Grania;F;-8;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
